City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
459,Erdenet,MN,49.4867,105.9228,-4.97,84,97,5.57,overcast clouds
460,Mapimi,CL,-35.3333,-72.4167,63.88,51,0,16.69,clear sky
461,Touros,BR,-9.1667,-60.6333,96.62,43,41,1.03,scattered clouds
462,Acapulco,CL,-35.3333,-72.4167,63.88,51,0,16.69,clear sky
463,Morada Nova,BR,-9.1667,-60.6333,96.62,43,41,1.03,scattered clouds
464,Aykhal,RU,59.7035,30.7861,10.99,85,0,4.47,clear sky
465,Buin,PG,-2.5744,150.7967,82.18,78,99,10.89,overcast clouds
466,Jaguarao,BR,-9.1667,-60.6333,96.62,43,41,1.03,scattered clouds
467,Jirkov,CZ,50.4998,13.4477,30.0,92,83,5.99,light snow
468,Koungou,YT,-12.7336,45.2042,78.8,83,0,11.5,light rain
469,Senanga,ZM,-9.3451,28.734,72.7,78,99,5.39,overcast clouds
470,Santa Marta,CO,11.7139,-72.266,85.75,60,100,20.65,overcast clouds
471,Shelabolikha,RU,59.7035,30.7861,10.99,85,0,4.47,clear sky
472,Uyuni,SV,13.4833,-88.1833,80.6,88,0,3.44,clear sky
473,Mandera,KE,3.9366,41.867,87.46,22,5,10.09,clear sky
474,Viedma,AR,-54.8,-68.3,57.2,38,20,4.61,few clouds
475,Olinda,BR,-9.1667,-60.6333,96.62,43,41,1.03,scattered clouds
476,Oga,JP,28.3667,129.4833,49.3,73,72,17.72,broken clouds
477,Palmer,US,22.0752,-159.319,64.4,94,1,8.05,clear sky
478,Mayo,CA,47.6666,-52.7314,37.0,87,75,26.46,broken clouds
479,Bahar,AZ,38.5,48.6667,42.8,87,40,5.75,mist
480,Mineiros,BR,-9.1667,-60.6333,96.62,43,41,1.03,scattered clouds
481,Daoukro,CI,5.2052,-4.4146,86.0,74,20,13.8,few clouds
482,Nurota,UZ,41.3194,61.0742,30.2,55,27,11.5,scattered clouds
483,Anderson,US,22.0752,-159.319,64.4,94,1,8.05,clear sky
484,Wainwright,CA,47.6666,-52.7314,37.0,87,75,26.46,broken clouds
485,Puerto Del Rosario,ES,38.2756,-3.6153,43.0,69,99,5.01,overcast clouds
486,Inhambane,MZ,-23.865,35.3833,86.0,62,40,9.22,scattered clouds
487,Lolua,RO,46.4333,26.4,34.0,93,40,3.44,light snow
488,Halifax,CA,47.6666,-52.7314,37.0,87,75,26.46,broken clouds
489,Vasai,IN,27.9167,96.1667,65.53,35,55,3.09,broken clouds
490,Lovozero,RU,59.7035,30.7861,10.99,85,0,4.47,clear sky
491,Brignoles,FR,45.4737,4.5254,33.01,80,90,2.3,overcast clouds
492,Marcona,PE,-5.5569,-80.8222,78.89,57,25,7.31,scattered clouds
493,Beliator,IN,27.9167,96.1667,65.53,35,55,3.09,broken clouds
494,Luwuk,ID,-0.0333,109.3333,80.6,89,75,4.61,light rain
495,Yarmouth,CA,47.6666,-52.7314,37.0,87,75,26.46,broken clouds
496,Samba,IN,27.9167,96.1667,65.53,35,55,3.09,broken clouds
497,Dakar,MR,16.6527,-14.9587,86.0,32,0,4.61,clear sky
498,Katsuura,JP,28.3667,129.4833,49.3,73,72,17.72,broken clouds
499,Santa Rosa,SV,13.4833,-88.1833,80.6,88,0,3.44,clear sky
500,Celestun,CL,-35.3333,-72.4167,63.88,51,0,16.69,clear sky
501,Solotcha,RU,59.7035,30.7861,10.99,85,0,4.47,clear sky
502,Pokhara,NP,29.2747,82.1838,39.58,55,76,3.42,broken clouds
503,Guaratuba,BR,-9.1667,-60.6333,96.62,43,41,1.03,scattered clouds
504,Seryshevo,RU,59.7035,30.7861,10.99,85,0,4.47,clear sky
505,Shingu,JP,28.3667,129.4833,49.3,73,72,17.72,broken clouds
506,Kahului,US,22.0752,-159.319,64.4,94,1,8.05,clear sky
507,Moindou,NC,-21.55,167.8833,76.82,92,100,8.77,overcast clouds
508,Yen Bai,VN,16.4667,107.6,57.2,94,90,5.75,mist
509,Uige,AO,-15.1961,12.1522,72.12,72,100,8.48,overcast clouds
510,Svetlaya,RU,59.7035,30.7861,10.99,85,0,4.47,clear sky
511,Surgana,IN,27.9167,96.1667,65.53,35,55,3.09,broken clouds
512,Warrington,US,22.0752,-159.319,64.4,94,1,8.05,clear sky
513,Odweyne,SO,4.1213,43.8894,80.55,28,0,11.07,clear sky
514,Igarka,RU,59.7035,30.7861,10.99,85,0,4.47,clear sky
515,Araouane,ML,20.1986,1.0114,95.11,9,4,12.82,clear sky
516,Trelew,AR,-54.8,-68.3,57.2,38,20,4.61,few clouds
517,Forestville,CA,47.6666,-52.7314,37.0,87,75,26.46,broken clouds
518,La Asuncion,VE,11.0333,-63.8628,80.55,75,9,9.53,clear sky
519,Kushmurun,KZ,43.0369,74.7114,1.4,92,18,6.71,mist
520,Koygorodok,RU,59.7035,30.7861,10.99,85,0,4.47,clear sky
521,Isangel,VU,-19.55,169.2667,79.72,84,100,5.55,overcast clouds
522,Tidore,ID,-0.0333,109.3333,80.6,89,75,4.61,light rain
523,Simbakoro,CA,43.7501,-81.7165,28.4,69,100,3.44,overcast clouds
524,Saint-Francois,FR,46.4154,3.9054,36.0,69,75,13.8,broken clouds
525,Sukumo,JP,28.3667,129.4833,49.3,73,72,17.72,broken clouds
526,Smidovich,RU,59.7035,30.7861,10.99,85,0,4.47,clear sky
527,Ismailia,EG,26.7693,31.5021,71.6,37,0,10.36,clear sky
528,Belyy Yar,RU,59.7035,30.7861,10.99,85,0,4.47,clear sky
529,Warmbad,NA,-22.45,18.9667,81.34,45,78,9.24,light rain
530,Gornyak,RU,59.7035,30.7861,10.99,85,0,4.47,clear sky
531,Quesnel,CA,47.6666,-52.7314,37.0,87,75,26.46,broken clouds
532,Yarada,IN,27.9167,96.1667,65.53,35,55,3.09,broken clouds
533,Saurimo,AO,-15.1961,12.1522,72.12,72,100,8.48,overcast clouds
534,Constitucion,CL,-45.5752,-72.0662,59.0,51,75,6.91,moderate rain
535,Mbaiki,IT,40.922,14.5329,50.0,81,75,11.5,broken clouds
536,Porto-Vecchio,FR,45.4737,4.5254,33.01,80,90,2.3,overcast clouds
537,Grand Forks,US,22.0752,-159.319,64.4,94,1,8.05,clear sky
538,Nuoro,IT,40.3211,9.3297,55.99,93,75,19.57,broken clouds
539,Dunmore Town,BS,26.6208,-78.2833,62.6,59,75,18.41,broken clouds
540,Takoradi,GH,4.8699,-2.2405,83.32,72,90,9.51,overcast clouds
541,Ballina,US,42.6001,-73.9662,26.01,61,100,3.0,overcast clouds
542,Ust-Nera,RU,59.7035,30.7861,10.99,85,0,4.47,clear sky
543,Palamos,ES,38.2756,-3.6153,43.0,69,99,5.01,overcast clouds
544,Stornoway,GB,60.3964,-1.353,41.0,70,75,25.32,broken clouds
545,Hauterive,CA,47.6666,-52.7314,37.0,87,75,26.46,broken clouds
546,Bone,ID,-0.0333,109.3333,80.6,89,75,4.61,light rain
547,Tabuk,SA,26.326,43.975,60.8,94,40,5.75,scattered clouds
548,Liancheng,CN,30.634,117.8517,30.45,78,100,2.24,overcast clouds
549,Guaruja,BR,-9.1667,-60.6333,96.62,43,41,1.03,scattered clouds
550,Edeia,BR,-9.1667,-60.6333,96.62,43,41,1.03,scattered clouds
551,Hambantota,LK,8.5711,81.2335,76.24,90,100,7.74,heavy intensity rain
552,Santa Isabel Do Rio Negro,BR,-9.1667,-60.6333,96.62,43,41,1.03,scattered clouds
553,Saint-Augustin,CA,47.6666,-52.7314,37.0,87,75,26.46,broken clouds
554,Matagami,CA,47.6666,-52.7314,37.0,87,75,26.46,broken clouds
555,Pacific Grove,US,22.0752,-159.319,64.4,94,1,8.05,clear sky
556,Tres Arroyos,AR,-54.8,-68.3,57.2,38,20,4.61,few clouds
557,Mormugao,IN,27.9167,96.1667,65.53,35,55,3.09,broken clouds
558,Agadez,NE,18.6853,12.9164,81.75,15,0,2.21,clear sky
559,Arcata,US,22.0752,-159.319,64.4,94,1,8.05,clear sky
560,Monmouth,US,22.0752,-159.319,64.4,94,1,8.05,clear sky
561,Taoudenni,ML,20.1986,1.0114,95.11,9,4,12.82,clear sky
562,Phalodi,IN,27.9167,96.1667,65.53,35,55,3.09,broken clouds
563,Miri,MY,4.75,115.0,75.2,94,90,2.3,moderate rain
564,Guerrero Negro,CL,-35.3333,-72.4167,63.88,51,0,16.69,clear sky
565,Havre-Saint-Pierre,CA,47.6666,-52.7314,37.0,87,75,26.46,broken clouds
566,Bandarbeyla,SO,4.1213,43.8894,80.55,28,0,11.07,clear sky
567,Mwene-Ditu,CD,-3.4833,23.4333,75.34,79,76,1.07,broken clouds
568,Melilla,ES,38.2756,-3.6153,43.0,69,99,5.01,overcast clouds
569,Lixourion,IT,45.653,8.6336,39.2,56,0,4.61,clear sky
570,Kailua,US,22.0752,-159.319,64.4,94,1,8.05,clear sky
571,Weihai,CN,30.634,117.8517,30.45,78,100,2.24,overcast clouds
572,Progreso,CL,-35.3333,-72.4167,63.88,51,0,16.69,clear sky
573,Sisimiut,GL,77.484,-69.3632,-0.87,77,49,4.34,scattered clouds
574,Tamiahua,CL,-35.3333,-72.4167,63.88,51,0,16.69,clear sky
575,Okhotsk,RU,59.7035,30.7861,10.99,85,0,4.47,clear sky
576,Rivadavia,AR,-54.8,-68.3,57.2,38,20,4.61,few clouds
577,Shibetsu,JP,28.3667,129.4833,49.3,73,72,17.72,broken clouds
578,Santa Barbara,CL,-35.3333,-72.4167,63.88,51,0,16.69,clear sky
579,Roebourne,US,42.6001,-73.9662,26.01,61,100,3.0,overcast clouds
580,Lom Sak,TH,14.892,100.3173,78.01,48,14,8.05,moderate rain
581,Sinnamary,GF,4.9333,-52.3333,77.0,100,75,11.5,broken clouds
582,Valleyview,CA,47.6666,-52.7314,37.0,87,75,26.46,broken clouds
583,Along,IN,27.9167,96.1667,65.53,35,55,3.09,broken clouds
584,Alekseyevsk,RU,59.7035,30.7861,10.99,85,0,4.47,clear sky
585,Seaford,US,22.0752,-159.319,64.4,94,1,8.05,clear sky
586,Ulvik,NO,61.5996,5.0328,39.2,81,75,41.43,light rain
587,Samarai,PG,-2.5744,150.7967,82.18,78,99,10.89,overcast clouds
588,Domoni,KM,-12.2569,44.5319,80.98,79,67,8.16,broken clouds
589,Sao Felix Do Xingu,BR,-9.1667,-60.6333,96.62,43,41,1.03,scattered clouds
590,Bonavista,CA,47.6666,-52.7314,37.0,87,75,26.46,broken clouds
591,Sakhipur,BD,22.3384,90.7419,73.0,50,4,6.73,clear sky
592,Rabo De Peixe,PT,39.05,-27.9833,55.99,59,36,8.84,scattered clouds
593,Correntina,BR,-9.1667,-60.6333,96.62,43,41,1.03,scattered clouds
594,Chai Badan,TH,14.892,100.3173,78.01,48,14,8.05,moderate rain
595,Canon City,US,22.0752,-159.319,64.4,94,1,8.05,clear sky
596,Umzimvubu,ZA,-33.5906,26.891,80.01,79,0,5.01,clear sky
597,Belfast,US,22.0752,-159.319,64.4,94,1,8.05,clear sky
598,Annecy,FR,45.4737,4.5254,33.01,80,90,2.3,overcast clouds
599,Kuusamo,FI,66.7131,27.4306,2.91,94,75,3.89,broken clouds
600,Dehui,CN,30.634,117.8517,30.45,78,100,2.24,overcast clouds
601,Zarate,AR,-54.8,-68.3,57.2,38,20,4.61,few clouds
602,Grand Centre,CA,47.6666,-52.7314,37.0,87,75,26.46,broken clouds
603,Muravlenko,RU,59.7035,30.7861,10.99,85,0,4.47,clear sky
604,Simga,IN,27.9167,96.1667,65.53,35,55,3.09,broken clouds
605,Awjilah,IL,31.61,34.7642,68.0,58,29,1.39,scattered clouds
606,Superior,US,22.0752,-159.319,64.4,94,1,8.05,clear sky
607,Buala,SB,-8.103,156.8419,83.5,73,96,8.03,overcast clouds
608,Ixtapa,CL,-35.3333,-72.4167,63.88,51,0,16.69,clear sky
609,Mathbaria,BD,22.3384,90.7419,73.0,50,4,6.73,clear sky
610,Japura,BR,-9.1667,-60.6333,96.62,43,41,1.03,scattered clouds
611,Auch,FR,45.4737,4.5254,33.01,80,90,2.3,overcast clouds
612,Urengoy,RU,59.7035,30.7861,10.99,85,0,4.47,clear sky
613,Teya,RU,59.7035,30.7861,10.99,85,0,4.47,clear sky
614,Bafra,TR,36.7741,30.7178,62.01,94,75,6.91,broken clouds
615,Bur Gabo,SO,4.1213,43.8894,80.55,28,0,11.07,clear sky
616,Mobaye,IT,40.922,14.5329,50.0,81,75,11.5,broken clouds
617,Sitka,US,22.0752,-159.319,64.4,94,1,8.05,clear sky
618,Chuzhou,CN,30.634,117.8517,30.45,78,100,2.24,overcast clouds
619,Mumford,GH,4.8699,-2.2405,83.32,72,90,9.51,overcast clouds
620,Kalmunai,LK,8.5711,81.2335,76.24,90,100,7.74,heavy intensity rain
621,Aksu,CN,30.634,117.8517,30.45,78,100,2.24,overcast clouds
622,Kaeo,NZ,-46.6,168.3333,51.01,89,97,4.0,overcast clouds
623,Macia,MZ,-23.865,35.3833,86.0,62,40,9.22,scattered clouds
624,Maceio,BR,-9.1667,-60.6333,96.62,43,41,1.03,scattered clouds
625,Bougouni,ML,20.1986,1.0114,95.11,9,4,12.82,clear sky
626,Conde,BR,-9.1667,-60.6333,96.62,43,41,1.03,scattered clouds
627,North Bend,US,22.0752,-159.319,64.4,94,1,8.05,clear sky
628,Chicama,PE,-5.5569,-80.8222,78.89,57,25,7.31,scattered clouds
629,Kautokeino,NO,61.5996,5.0328,39.2,81,75,41.43,light rain
630,Karaton,KZ,43.0369,74.7114,1.4,92,18,6.71,mist
631,Belmonte,BR,-9.1667,-60.6333,96.62,43,41,1.03,scattered clouds
632,La Baneza,ES,38.2756,-3.6153,43.0,69,99,5.01,overcast clouds
633,Avera,PF,-23.1203,-134.9692,77.68,77,100,12.39,overcast clouds
634,Abu Samrah,SY,35.3029,37.1841,55.36,41,55,7.56,broken clouds
635,Najran,SA,26.326,43.975,60.8,94,40,5.75,scattered clouds
636,Vitim,RU,59.7035,30.7861,10.99,85,0,4.47,clear sky
637,San Luis,CL,-35.3333,-72.4167,63.88,51,0,16.69,clear sky
638,Synya,RU,59.7035,30.7861,10.99,85,0,4.47,clear sky
639,Sioux Lookout,CA,47.6666,-52.7314,37.0,87,75,26.46,broken clouds
640,Lebyazhye,RU,59.7035,30.7861,10.99,85,0,4.47,clear sky
641,Tuatapere,NZ,-46.6,168.3333,51.01,89,97,4.0,overcast clouds
642,Itarema,BR,-9.1667,-60.6333,96.62,43,41,1.03,scattered clouds
643,Lubango,AO,-15.1961,12.1522,72.12,72,100,8.48,overcast clouds
644,Port Blair,IN,27.9167,96.1667,65.53,35,55,3.09,broken clouds
645,Gamba,GA,-0.7193,8.7815,86.0,74,40,10.36,scattered clouds
646,Mastic Beach,US,22.0752,-159.319,64.4,94,1,8.05,clear sky
647,Prince Rupert,CA,47.6666,-52.7314,37.0,87,75,26.46,broken clouds
648,Eureka,US,22.0752,-159.319,64.4,94,1,8.05,clear sky
649,Camana,PE,-5.5569,-80.8222,78.89,57,25,7.31,scattered clouds
650,Poum,NC,-21.55,167.8833,76.82,92,100,8.77,overcast clouds
651,Chinhoyi,ZW,-17.3667,30.2,72.86,87,100,1.66,moderate rain
652,Mataquescuintla,GT,14.5094,-92.1933,78.8,88,20,2.77,few clouds
653,Hermitage,US,22.0752,-159.319,64.4,94,1,8.05,clear sky
654,Fevralsk,RU,59.7035,30.7861,10.99,85,0,4.47,clear sky
655,Zhangye,CN,30.634,117.8517,30.45,78,100,2.24,overcast clouds
656,Shitanjing,CN,30.634,117.8517,30.45,78,100,2.24,overcast clouds
657,San Rafael,AR,-54.8,-68.3,57.2,38,20,4.61,few clouds
658,Somerset East,ZA,-33.5906,26.891,80.01,79,0,5.01,clear sky
659,San Felipe,CL,-35.3333,-72.4167,63.88,51,0,16.69,clear sky
660,Tubruq,IL,31.61,34.7642,68.0,58,29,1.39,scattered clouds
661,Camabatela,AO,-15.1961,12.1522,72.12,72,100,8.48,overcast clouds
662,Mwinilunga,ZM,-9.3451,28.734,72.7,78,99,5.39,overcast clouds
663,Loreto,CL,-35.3333,-72.4167,63.88,51,0,16.69,clear sky
664,Ayios Stefanos,IT,45.653,8.6336,39.2,56,0,4.61,clear sky
665,San,ML,20.1986,1.0114,95.11,9,4,12.82,clear sky
666,Oranjestad,AW,12.524,-70.027,84.2,74,75,16.11,broken clouds
667,Luba,GQ,3.4568,8.5547,86.0,74,20,11.5,few clouds
668,Yar-Sale,RU,59.7035,30.7861,10.99,85,0,4.47,clear sky
669,Porto Novo,PT,32.6667,-17.1,57.0,74,53,3.0,light rain
670,Westport,PH,10.9995,122.6711,75.25,89,100,12.84,light rain
671,Marquette,US,22.0752,-159.319,64.4,94,1,8.05,clear sky
672,Rungata,KI,3.0707,172.7902,81.43,79,99,20.78,overcast clouds
673,Seoul,KR,37.5683,126.9778,8.6,61,0,3.44,clear sky
674,Jonuta,CL,-35.3333,-72.4167,63.88,51,0,16.69,clear sky
675,Grootfontein,NA,-22.45,18.9667,81.34,45,78,9.24,light rain
676,Goure,NE,18.6853,12.9164,81.75,15,0,2.21,clear sky
677,Vanimo,PG,-2.5744,150.7967,82.18,78,99,10.89,overcast clouds
678,Nishihara,JP,28.3667,129.4833,49.3,73,72,17.72,broken clouds
679,Palaikastron,IT,45.653,8.6336,39.2,56,0,4.61,clear sky
680,Moron,MN,49.4867,105.9228,-4.97,84,97,5.57,overcast clouds
681,Maryborough,US,42.6001,-73.9662,26.01,61,100,3.0,overcast clouds
682,We,NC,-21.55,167.8833,76.82,92,100,8.77,overcast clouds
683,Zhigansk,RU,59.7035,30.7861,10.99,85,0,4.47,clear sky
684,Neuquen,AR,-54.8,-68.3,57.2,38,20,4.61,few clouds
685,Nalut,IL,31.61,34.7642,68.0,58,29,1.39,scattered clouds
686,Trofarello,IT,40.3211,9.3297,55.99,93,75,19.57,broken clouds
687,Gracac,HR,44.3006,15.8547,44.01,52,20,12.66,few clouds
688,Mangrol,IN,27.9167,96.1667,65.53,35,55,3.09,broken clouds
689,Blackfoot,US,22.0752,-159.319,64.4,94,1,8.05,clear sky
